Attribute|Class|Title|Formula|Explanation|Reference
Torsión = 0|Cond|$S_{\mu\nu}^{\lambda}=0$|$S_{\mu\nu}^{\lambda}=0$|El tensor de torsión de Cartan se desvanece. Condición de homogeneidad de Trautman|
Vector de Weyl = 0|Cond|El vector de Weyl se desvanece|$Q_{\mu}=0$|La traza del tensor de no metricidad con respecto a sus dos últimos índices (simétricos) es igual a cero|
a0|ElemDis|Constante de Milgrom||Escala de aceleración.|
G = 1|ElemDis|“Constante” Gravitacional|$G_{today}=1=\left[constant\right]$||
k1 = c3/16piG|ElemDis|Constante de acoplamiento|$k_{1}=\frac{c^{3}}{16\pi G}$||
k2 = 1/c|ElemDis|Constante de acoplamiento|$k_{2}=\frac{1}{c}$||
Ec. 1|FieldEq|Ecuación de campo||Ecuación de campo para la teoría Extendida tipo Mond local F(R,T)|
Ec. 14|FieldEq|Ecuación de campo|$\left(\frac{f_{R}}{L_{M}^{2}}\right)R_{\mu\nu}-\frac{1}{2L_{M}^{2}}fg_{\mu\nu}+\left[g_{\mu\nu}\Delta-\Delta_{\mu}\Delta_{\nu}\right]\left(\frac{f_{R}}{L_{M}^{2}}\right)=\frac{8\pi G}{c^{4}}T_{\mu\nu}-\left(\frac{f}{L_{M}^{2}}\right)_{T}\left[T_{\mu\nu}+\Theta_{\mu\nu}\right]$|Ecuación de campo para la teoría Extendida tipo Mond no-local con métrica pura|
Ec. 18|FieldEq||$f'(\Re)\Re_{\mu\nu}-\frac{1}{2}f(\Re)g_{\mu\nu}=\kappa T_{\mu\nu}$|Ecuación de campo a la Palatini 1|
Ec. 19|FieldEq||$\bar{\nabla}_{\lambda}(\sqrt{-g}f'(\Re)g^{\mu\nu})=0$|La Ec. de campo a la Palatini $\bar{\nabla}$ es la derivada covariante definida de forma independiente o mediante la conexión métrico-afín.|
Ec. 4|FieldEq|Ecuación de campo|$F_{R}R_{\alpha\beta}+\left(g_{\alpha\beta}\nabla^{\mu}\nabla_{\mu}-\nabla_{\alpha}\nabla_{\beta}\right)F_{R}-\frac{1}{2}\left(F-F_{\mathcal{\mathcal{L}}}\right)g_{\alpha\beta}=\frac{1}{2}F_{\mathcal{L}}T_{\alpha\beta}$|Ecuación de campo de la teoría extendida local con métrica pura|
Ec. 46|FieldEq|Ecuación de campo|$f'(\Re)\Re_{(\mu\nu)}-\frac{1}{2}f(\Re)g_{\mu\nu}=\kappa T_{\mu\nu}$|Ecuación de campo tras variar de manera independiente con respecto a la métrica.Ec. 46|
Ec. 47|FieldEq|Ecuación de campo|$\frac{1}{\sqrt{-g}}\left[-\bar{\nabla}_{\lambda}\left(\sqrt{-g}f'(\Re)g^{\mu\nu}\right)+\bar{\nabla}_{\sigma}\left(\sqrt{-g}f'(\Re)g^{\mu\sigma}\right)\delta_{\lambda}^{\nu}\right]+2f'(\Re)(g^{\mu\nu}S_{\lambda\sigma}^{\sigma}-g^{\mu\rho}S_{\rho\sigma}^{\sigma}\delta_{\lambda}^{\nu}+g^{\mu\sigma}S_{\sigma\lambda}^{\nu})=\kappa(\Delta_{\lambda}^{\mu\nu}-B_{\lambda}^{[\mu}\delta^{\nu]})$|Ecuación de campo tras variar de manera independiente con respecto a la conexión afín.|
Ec. 48|FieldEq|Ecuación de campo|$S_{\mu\sigma}^{\sigma}=0$|Ecuación de campo tras variar de manera independiente con respecto al multiplicador de Lagrange.|
Ec. 6|FieldEq|Ecuación de campo de la teoría $f(R)$ métrica|$f'(R)R_{\mu\nu}-\frac{1}{2}f(R)g_{\mu\nu}-\left[\nabla_{\mu}\nabla_{\nu}-g_{\mu\nu}\nabla^{\mu}\nabla_{\mu}\right]f'(R)=\kappa T_{\mu\nu}$||
Ec. 8|FieldEq|Ecuación de campo de la teoría extendida no local a la Palatini|$f'(\chi)\chi_{\mu\nu}-\frac{1}{2}f(\chi)g_{\mu\nu}=\frac{8\pi GL_{M}^{2}}{c^{4}}T_{\mu\nu}$||
Ec. 9a|FieldEq|$R_{\mu\nu}=0$|$R_{\mu\nu}=0$|Si el escalar de Ricci es igual a cero: $R=0$ entonces la ecuación de campo se reduce a: $R_{\mu\eta}=0$|
Ec. 9b|FieldEq|$R_{\mu\nu}=g_{\mu\nu}\frac{C}{4}$|$R_{\mu\nu}=g_{\mu\nu}\frac{C}{4}$|Si el escalar de Ricci es constante: $R=cte$, entonces la ecuación de campo se reduce a: $R_{\mu\nu}=g_{\mu\nu}\frac{C}{4}$, y la solución simétrica máxima es el espacio de de Sitter ó el anti-de Sitter, dependiendo del signo de la constante.|
Ec. 9c|FieldEq|$R_{\mu\nu}=-g_{\mu\nu}\frac{C}{4}$|$R_{\mu\nu}=-g_{\mu\nu}\frac{C}{4}$|Si el escalar de Ricci es constante: $R=cte$ entonces la ecuación de campo se reduce a: $R_{\mu\nu}=g_{\mu\nu}\frac{C}{4}$ y el la solución máximamente simétrica es de Sitter en el espacio anti-de Sitter, dependiendo del signo de la constante.|
Ec. de Einstein|FieldEq|Ecuación de Einstein|$G_{1}^{*}G_{2}^{*}Ric-\frac{1}{2}Rg^{*}=-8\pi kT$|La materia le dice al espacio cómo curvarse y la curvatura le dice a la materia cómo moverse.|
Conexión Afín|GO|$\Gamma$: Conexión afín||Conexión generalizada para campos vectoriales en espacios curvos donde la torción y la no-metricidad no necesariamente son cero.|
Conexión Métrica|GO|Conexión métrica||También llamada la conexión Levi-Civita, es dependiente de la métrica $g$. Nos da información acerca de cómo transportar vectores a lo largo de una curva conservando la métrica.|
Conexión Métrico-Afín|GO|$\Gamma*$: Conexión afín independiente||Una conexion para espacios métrico-afines donde la no-metricidad y la torsión son distintas de cero.|
Curvatura|GO|$Riem(\Gamma)$:  Tensor de curvatura de Riemann||Este objeto geométrico se utiliza para cuantificar la curvatura intrínseca de un espacio. Tiene varios componentes expresados en términos de derivadas parciales de la conexión afín.|
Escalar de Ricci|GO|$R$: Escalar de Ricci|$R=g^{\mu\nu}R_{\mu\nu}$|$R=g^{\mu\nu}R_{\mu\nu}$|
eta|GO|$\eta$: Métrica de Minkowski||Métrica plana no dinámica. Dado que $Riem(\gamma)=0$, siempre podemos elegir coordenadas globales en las que $\eta_{\mu\nu}=diag(-1,1,1,1)$|
Hyp|GO|Hypermomentum:|$\Delta_{\lambda}^{\mu\nu}\equiv-\frac{2}{\sqrt{-g}}\frac{\partial S_{M}}{\partial\Gamma_{\mu\nu}^{\lambda}}$,|Cantidad que representa la variación de la acción de materia SM con respecto a la conexión, lo que imita la definición del tensor de estrés-energía-momentum.|
No-Metricidad|GO|Tensor de no-metricidad|$Q_{\mu\nu\lambda}\equiv-\widetilde{\nabla}_{\mu g\nu\lambda}$,|Mide la falla de la conexión de conservar de forma covariante la métrica.|
Psi|GO|$\psi$: Campos de materia|||
R*|GO|$\Re$: Escalar de Ricci afín|$\Re=g^{\mu\nu}\Re_{\mu\nu}$|\Re=g^{\mu\nu}\Re_{\mu\nu}|
Tensor Métrico|GO|$g$: Tensor métrico||Un campo tensorial simétrico de tipo $(0,2)$. Provee una noción de distancia y ángulo entre vectores. Nos habla de la curva más corta.|
Tmn|GO|$T$: Campo tensorial de Estrés-Energía-Momentum||Campo tensorial simétrico $(2,0)$.|
Torsión|GO|Tensor de torsión de Cartan|$S_{\mu\nu}^{\lambda}\equiv\Gamma_{\left[\mu\nu\right]}^{\lambda}$|La parte antisimétrica de la conexión.|
Vector de Weyl|GO|Vectror de Weyl|$Q_{\mu}\equiv\frac{1}{4}Q_{\mu\nu^{\nu}}$|La traza del tensor de no-metricidad con respecto a sus dos últimos índices simétricos.|
Xi3/2|GO|Tensor de Medoza $\chi_{\mu\nu}:=L_{M}^{2}R_{\mu\nu}$||Donde L_{M}^{2} define una longitud fijada por los parámetros de la teoría|
M|M|$M$: Variedad diferenciable||Un espacio topológico que asemeja el espacio euclidiano en las vecindades de cada punto. Puede coordinatizarse por $R^{n}$ mediante una familia de homomorfismos.|
Ec. 18Mond|MovEq|Ecuación de movimiento de la teoría extendida no-local con métrica pura.|$\nabla^{\mu}T_{\mu\nu}=\left(\frac{f}{L_{M}^{2}}\right)_{T}\left\{ \frac{8\pi G}{c^{4}}-\left(\frac{f}{L_{M}^{2}}\right)_{T}\right\} ^{-1}\times\left[\left(T_{\mu\nu}+\Theta_{\mu\nu}\right)\nabla^{\mu}ln\left(\frac{f}{L_{M}^{2}}\right)_{T}\left(R,T\right)+\nabla^{\mu}\theta_{\mu\nu}\right]$||
Ec. 2|MovEq|Ecuación de movimiento de la teoría extendida no-local a la Palatini|||
Ec. 3|MovEq|Ecuación de movimiento de la teoría extendida F(R,T)|||
Ec. 34, 35|MovEq|Ecuación de movimiento|$\frac{dx^{\mu}}{ds^{2}}+\Gamma_{\nu\alpha}^{\mu}\frac{dx^{\mu}}{ds}\frac{dx^{\alpha}}{ds}=\left(g_{\mu\nu}-u_{\mu}u_{\nu}\right)\nabla^{\mu}ln\left[\left(16\pi\kappa\kappa'+f_{\xi}\right)\frac{d\mathcal{L}}{d\rho}\right]$|Ecuación de movimiento para la teoría extendida tipo Mond local con métrica pura|
Ley Geodésica|MovEq|Ley Geodésica|$D_{T\sigma}T_{\sigma}=0$|Las partículas libres siguen las geodésicas de la línea tipo tiempo de la conexión.|
<1,3>|Typ|Signatura del tensor métrico|$<1,3>$|La signatura contiene un índice positivo y tres negativos. Hay modelos con signatura distinta.|
Dependiente|Typ|Dependencia entre variables||La conexión  $\Gamma_{\mu\nu}^{\lambda}$ y el tensor métrico $g_{\mu\nu}$ dependen uno del otro.|
Independente|Typ|Independencia de variables||La conexión $\Gamma_{\mu\nu}^{\lambda}$ puede expresarse de forma independiente al tensor métrico $g_{\mu\nu}$.|
N|Typ|Dimensión: $N=4$||La dimensión de un espacio vectorial es la cardinalidad de una base para la variedad diferenciable M.|
Signatura no toda Positiva|Typ|Signatura no toda positiva||Para el tensor métrico: no definitivamente positiva: $<-,+,+,+>$ o $<+,-,-,->$|
