Attribute|Class|Title|Formula|Explanation|Reference
PM 2.4|Family|Eventos y trayectoria del movimiento||Para cada $sigmainSigma$, y cada $kin K$, cada $Xinleft{ Xright} $ es una función continua y de valor real de $T$ a $E^ {3}$<br>Para cada $sigmainSigma$ y cada $kin K$, $dot{X}$ es una función continua por partes y de valor real desde $T$ hasta $E^{3}$.<br>$X(sigma,k,t)$ representa la posición de $sigma$, relativa al marco $k$ en el instante $t$.<br>Cada quíntuple $leftlangle sigma,X_{1},X_{2},X_{3},trightrangle $ representa un evento.<br>Para cualquier $sigmainSigma $ y cualquier $kin K$ dado, el conjunto $left{ X(sigma,k,t)mid tin Tright} $representa un trayectoria (movimiento) de $sigma$.|Bunge, 1967, PM 2.4
Poissoniana|Family|Poisson||$P$ campo tensorial en el espacio fase. $P$ habla del sistema físico.|Bunge, 1967, p. 123
Tensor Energía-momentum|Family|Tensor de Estrés-Energía-Momento||Una familia de campos tensoriales representando la totalidad del tensor de energía-momento-estrés (e.m. + mecánicos) de los miembros de $bar{sigma}$<br>$mathrm{T}$ es un campo tensor simétrico contravariante en $Vsubset M^{4}$.<br>$mathrm{T}$ representa la energía, el impulso y la tensión de todos los sistemas $bar{sigma}inbar{Sigma}$ en $V$.|Bunge, 1967, GR 5.1
Velocidad y aceleración|Family|Velocidad y aceleración||Las derivadas $dot{X}$ y $ddot{X}$ existen y están acotadas para cada $Xinleft{ Xright} $, cada $betain b$, cada $k in K$ y cada $tin T$.<br>Si $betahat{=}pi$ y $pidot{in}sigma$, entonces $dot{X}(beta,k,t)$ y $ddot{X}( beta,k,t)$ representan la velocidad y la aceleración respectivamente de la partícula $pi$ en el cuerpo $sigma$ en relación con el marco en el tiempo $t$.|Bunge, 1967, CM 2.3
{B*}|Family|Intensidad del campo magnético||Cada $left{ Bright} $ es una familia de campos no vacía. Cada $Binleft{ Bright} $ función con valor de pseudovector real en $Phitimes M^{3}times T$.<br>$B(phi,x,t)$ representa la intensidad del componente magnético de $phi$ en $x$,$t$.|Bunge, 1967, CEM 1.7
{Beta*}|Family|Variedad de cuerpos cargados||$left{ betaright} $ es una familia no vacía de conjuntos de puntos.<br>Cada $binbeta$ es una variedad diferenciable tridimensional.<br>Por cada $sigmainSigma$ existe un $binbeta$ tal que $bhat{=}sigma$ puntualmente.|Bunge, 1967, CEM 1.3
{B}|Family|Variedad que representa cuerpos||$left{ Bright} $ es una familia no vacía de conjuntos de puntos.<br>Todo $bin B$ es una variedad diferenciable tridimensional.<br>Por cada $sigmainSigma$ existe un $binbeta$ tal que $bhat{=}sigma$ puntualmente.<br>|Bunge, 1967, CM 1.2
{E*}|Family|Intensidad del campo eléctrico||$left{ Eright} $ es una familia de campos no vacía.<br>Cada $Einleft{ Eright} $ es una función real y vectorial de $Phitimes M^{3}times T$.<br>$E(phi,x,t)$ representa la intensidad de la componente eléctrica de $phi$ en $x$,$t$.|Bunge, 1967, CEM 1.6
{XGR}|Family|Posición||Para cada $i=1,2,3$, $left{ X_{i}right} $ es una familia no vacía de funciones.<br>Cada $X_{i}inleft{ X_{i}right} $ es una función de $overline{Sigma}times Ktimes T$ a $mathbb{R}$, continua con respecto a $t$.<br>$X(bar{sigma},k,t)$ representa la posición de un sistema de puntos $bar{sigma}inbar{Sigma}$, que refieren a $k$, en el instante $t$ relativo a $k$.|Bunge, 1967, GR 4.2
{XR}|Family|Posición de un sistema sigma€Sigma||$left{ Xright} $ es una familia de funciones no vacía.<br>Cada $Xinleft{ Xright} $ es una función de $Sigmatimes Itimes T$ a $R^{3}$. <br>$Xleft(sigma,i,tright)$ representa la posición de un sistema de puntos $sigmasubsetSigma$, que refiere al marco $tau$, en el instante $t$ relativo a $tau$.<br>Para cada evento puntual existe una séptupla $leftlangle sigma,s,tau,X_{0},X_{1},X_{2},X_{3}rightrangle hat{=}$ evento.|Bunge, 1967, SR 6
{X}|Family|Familia de funciones vectoriales que representan la posición de una partícula||$X$ es continuo y está acotado para cada $beta$, $k$ y $t$.<br>$X(beta,k,t)$ representa el lugar (localización) de la partícula $pi$ del cuerpo $sigma$, relativa al marco $k$ en el instante $t$.|Bunge, 1967, CM 1.3
Análisis|FB|Análisis||La rama de las matemáticas que se ocupa de los límites y las teorías relacionadas, como la diferenciación, la integración, la medida, las series infinitas y las funciones analíticas.|
Análisis Dimensional|FB|Análisis Dimensional||El análisis que exhibe los géneros a los que pertenece un conjunto de magnitudes.|Bunge, 1967, p. 38
Estadística Matemática|FB|Estadística Matemática||La aplicación de la teoría de la probabilidad a la estadística.|Bunge, 1967, p. 241
Geometría Analítica|FB|Geometría Analítica||El estudio de la geometría utilizando un sistema de coordenadas.|
Geometría de Variedades|FB|Geometría de Variedades||Rama de la geometría diferencial que estudia espacios topológicos que localmente se asemejan al espacio euclidiano cerca de cada punto.|Bunge, 1967, p. 113, 145, 160, 218
Lógica|FB|Lógica||El estudio sistemático de reglas válidas de inferencia, análisis y valoración de argumentos.|Bunge, 1967, p. 11
Semántica|FB|Semántica||El estudio sistemático del significado en el lenguaje, la lógica formal y la semiótica.|Bunge, 1967, p. 18
Teoría de Conjuntos|FB|Teoría de Conjuntos||Teoría de colecciones de objetos matemáticos.|
Teoría de Espacios Riemannianos|FB|Teoría de Espacios Riemannianos||Rama de la geometría diferencial que estudia variedades suaves con métrica riemanniana.|
Teoría de Espacios Vectoriales|FB|Teoría de Espacios Vectoriales||Teoría de la suma y multiplicación de espacios vectoriales|
Teoría de Probabilidad|FB|Teoría de Probabilidad||Rama de las matemáticas que se ocupa de la probabilidad como un concepto matemático riguroso expresado en un conjunto de axiomas.|Bunge, 1967, p. 89, 241
Topología|FB|Topología||El estudio de las propiedades de los objetos geométricos que se conservan bajo deformaciones continuas, como estirarse, torcerse, arrugarse y doblarse, pero no desgarrarse ni pegarse.|
Álgebra|FB|Álgebra||El estudio de los símbolos matemáticos y variables, y las reglas para manipules en fórmulas.|
CEM 3, 4.3|FieldEq|Densidad de fuerza||La densidad de fuerza ejercida por un campo externo $leftlangle E,Brightrangle hat{=}$ $phiinPhi$ en $sigmain Sigma$ es<br>$f=rholeft(E+frac{v}{c}times Bright)$.|Bunge, 1967, CEM 3, 4.3
Ec. de Einstein|FieldEq|Ecuación de Einstein|$G_{1}^{*}G_{2}^{*}Ric-frac{1}{2}Rg^{*}=-8pi kT$|Por cada $xin V$, cada $sigmainSigma$, cada $bar{sigma}inbar{Sigma}$ <br>y cada $mathrm{mathrm{T}in{T}}$, existe un $gin{g}$ tal que $G=kappamathrm{T}$.|Bunge, 1967, GR 6.2
Ec. de Maxwell|FieldEq|Ecuaciones de Maxwell||En cualquier punto $xin M^{3}$ y cualquier instante $tin T$ para cada campo<br>$phiin Phi$ y cada cuerpo cargado<br>$sigmain Sigma$, existe un<br>$kin K$ tal que<br>$nablatimes E=-frac{1}{c}frac{partial B}{partial t}$, $nablacdot B=0$ y <br>$nablatimes B=-frac{1}{c}frac{partial E}{partial t}+frac{4pi}{c}j$, $nablacdot E=4 pirho$.|Bunge, 1967, CEM 2
Coordenadas Físicas|Frames|Coordenadas Físicas||Identifican cosas físicas y son relativas a algún marco físico. No deben confundirse con el sistema de coordenadas geométricas.|Bunge, 1967, p. 104, 130, 219, 222
K|Frames|Conjunto de marcos de referencia físicos||$K$ es un conjunto numerable no vacío.<br>Cada $k$ es un sistema rígido de corpúsculos de los cuáles por lo menos cuatro descansan en los vértices de un trihedro regular.<br>Para cada $k$ existe un sistema cartesiano de ejes $e=leftlangle e_{1},e_{2}.e_{3}rightrangle $ tal que $ehat{=}k$<br>Ninguna $k$ interactúa con ninguna $sigmasubsetSigma$ que no sea parte de $k$.<br>La configuración de cada$kin K$ es independiente del tiempo.<br>|Bunge, 1967, PM 2.3, CM 2.1, GR 4.1
Marco de Referencia|Frames|Marco de Referencia||$K$ es un conjunto no vacío numerable.<br>Cada $k$ es un sistema rígido de corpúsculos de los cuáles al menos cuatro se encuentran en los vércices de un tetrahedro regular.<br>Por cada $k$ existe un sistema cartesiano de ejes $e=leftlangle e_{1},e_{2}.e_{3}rightrangle $ tal que $ehat{=}k$.<br>Ningún $k$ interactúa con ningún otro $sigmasubsetSigma$ que no sea parte de $k$.<br>La configuración de cada $kin K$ es independiente del tiempo.|Bunge, 1967, p. 103, 104, 136, 145, 151
Marco Inercial|Frames|Marcos de referencia inerciales||$Ineqemptysetland IsubsetSigma-S$.<br>Cada $iin I$ es un marco de referencia inercial.<br>Para cada $iin I$ hay una base $e=leftlangle e_{1},e_{2}.e_{3}rightrangle $ tal que $ehat{=}i$.|Bunge, 1967, SR 3
Tensor Métrico|GO|Tensor métrico||$left{ gright} $ es una familia no vacía de campos tensoriales simétricos, de valencia (0,2), en $M^{4}$<br>Los componentes de $g$ y sus derivados primero y segundo w.r.t. los $x^{mu}$ tienen valores reales y están acotados en cada $Vsubset M^{4}$ con la posible excepción de un subconjunto propio de $V$.<br> $M^{4}$ está dotado de una métrica $ds^{2}=g_{munu}dx^{mu}dx^{nu}$ con $mu,nu=0,1 ,2,3$.|Bunge, 1967, GR 3.1
Dinámica Analítica|MB|Dinámica Analítica||Una clase de teorías parcialmente interpretadas que describen la evolución de los sistemas físicos.|Bunge, 1987, p. 112
Geometría Física|MB|Geometría Física||Una teoría geométrica da diferentes significados físicos a las primitivas de la teoría abstracta D de los espacios métricos.|Bunge, 1967, p. 101
Geometría Física Euclidiana|MB|Geometría Física Euclidiana||Geometría euclidiana con una interpretación física. se mantiene razonablemente bien para pequeñas regiones del espacio.|Bunge, 1967, p. 101
Teoría de Campos|MB|Teoría de Campos||Cualquier teoría que contenga el concepto matemático de campo (un imponderable extendido que no se puede transformar).|Bunge, 1967, p. 86
Teoría del Tiempo Local|MB|Teoría del Tiempo Local||Una teoría del tiempo relacional con diferentes marcos inerciales.|
Teoría del Tiempo Universal|MB|Teoría del Tiempo Universal||Una teoría que asume un único tiempo relacional para cada lugar y cada marco de referencia.|
Teoría Física de Probabilidad|MB|Teoría Física de Probabilidad||Teoría de la probabilidad matemática más una interpretación física de sus primitivas U y P.|Bunge, 1967, p. 91, 242
Teoría General de Sistemas|MB|Teoría General de Sistemas||Un conjunto de conceptos y principios interrelacionados que se aplican a todos los sistemas.|Bunge, 1967, p. 108
Balance del Momentum|MovEq|Ley del balance del momentum||Por cada $sigmainSigma$, $tin T$, cada $rhoinleft{ rhoright} $, cada $f_{b}inleft{ f_{ b}right} $ y cada $mathrm{Tinleft{ mathrm{T}right} }$, existe un $kin K$ tal que $dot{p}= F $.|Bunge, 1967, CM 3.3
Ec. 01|MovEq|Ec 01: Segunda Ley de Newton|$dot{p}=F^{e}+F^{i}$|La segunda ley establece que la tasa de cambio del momento de un objeto es igual a la fuerza neta que actúa sobre él.|Bunge, 1967, p. 123
Ec. 02|MovEq|Ec 02: Ecuaciones de Hamilton|$dot{q}=frac{partial H}{partial p}$, $dot{p}=-frac{partial H}{partial q}$|Estas dos ecuaciones describen la dinámica de un sistema físico en términos de coordenadas generalizadas $q$ y sus momentos conjugados $p$. $dot{q} = frac{partial H}{partial p}$ describe cómo las coordenadas generalizadas $q$ cambian con el tiempo. Afirma que la tasa de cambio de una coordenada $q$ está dada por la derivada parcial del hamiltoniano $H$ con respecto al correspondiente momento conjugado $p$. En otras palabras, describe cómo evolucionan las posiciones en respuesta a cambios en el impulso. $dot{p} = -frac{partial H}{partial q}$: Esta ecuación describe cómo los momentos conjugados $p$ cambian con el tiempo. Afirma que la tasa de cambio del impulso (p) es igual a la derivada parcial negativa del hamiltoniano $H$ con respecto a la coordenada generalizada correspondiente $q$. Esta ecuación revela cómo cambia el impulso debido a variaciones de posición.|Bunge, 1967, p. 123
Ec. 03|MovEq|Ec 03: Ecuación de Hamilton|$dot{phi}=Pcdotnabla H$|Esta ecuación representa la tasa de cambio de una coordenada generalizada $Phi$ con el tiempo. Este cambio está determinado por el producto escalar de un vector de impulso generalizado $P$ y el gradiente (nabla, $nabla$) de la función hamiltoniana $H$. Esta ecuación es un elemento fundamental de la mecánica hamiltoniana y describe cómo evolucionan las coordenadas en respuesta a variaciones en el momento y la función de energía hamiltoniana.|Bunge, 1967, p. 123
Ec. 04|MovEq|Ec 04: Ecuación de Hamilton- Jacobi|$frac{partial S}{partial t}+H=0$|Esta ecuación expresa la conservación de la acción $S$ con respecto al tiempo $t$ en la teoría jacobiana. Afirma que la tasa de cambio de la acción con respecto al tiempo, representada por la derivada parcial $frac{partial S}{partial t}$, es igual a menos el hamiltoniano (H) del sistema. En otras palabras, afirma que la acción total del sistema, cuando se combina con el hamiltoniano, permanece constante en el tiempo.|Bunge, 1967, p. 123
Ec. 05|MovEq|Ec 05: Ecuación de Euler-Lagrange|$frac{d}{dt}left(frac{partial L}{partialdot{q}}right)-frac{partial L}{partial q}=0$|Esta ecuación describe la dinámica de un sistema físico. Afirma que la derivada temporal de la derivada parcial de la función lagrangiana $L$ con respecto a la velocidad generalizada $q̇$ menos la derivada parcial de la función lagrangiana con respecto a la coordenada generalizada $q$ es igual a cero.|Bunge, 1967, p. 123
F=ma|MovEq|Leyes de Newton||Por cada $sigma$, $sigma'inSigma$, cada $tin T$, cada $F^{e}inleft{ F^{e}right}$ y cada $F ^{i}inleft{ F^{i}right}$, hay al menos un $kin K$ tal que<br>$dot{p}(sigma,t,k)=F^{e}(sigma,t,k)+underset{sigma'neqsigma}{sum}F^{i}( sigma,sigma',t,k)$<br>y<br>$F^{i}(sigma,sigma’,t,k)=-F^{i}(sigma',sigma,t,k)$.|Bunge, 1967, PM 3.5
Momento del Momentum|MovEq|Ley del momento del momentum||Por cada $sigmainSigma$, cada $tin T$, cada $rhoinleft{ horight} $, cada $f_{b}inleft{ f_{b}right} $, y cada $mathrm{Tinleft{ mathrm{T}right} }$, existe una $kin K$ tal que $dot{L}=N$.|Bunge, 1967, CM 3.4
Acción|Postulates|Principio de acción||Se trata de una declaración de la forma $partial S=0$ donde $partial S$ designa la primera variación de un funcional $S$ de un conjunto de variables físicas $q,q',q''$, … refiriéndose a un sistema físico, donde $S$ es una integral definida, $partial q=0$ en los límites de integración y $partial S=0$ implica leyes físicas, digamos ecuaciones de movimiento o ecuaciones de campo.|Bunge, 1967, p. 46
Campos Gravitacionales|Referents|Campos gravitatorios||$Sigma$ es un conjunto no vacío.<br>Cada $Sigma$ representa un campo gravitacional.|Bunge, 1967, GR 1.1
Campos no Gravitacionales|Referents|Entidades físicas distintas de los campos gravitatorios||$overline{Sigma}$ es un conjunto no vacío disjunto de sigma.<br>Cada $overline{Sigma}$ representa un sistema físico distinto al campo gravitacional.|Bunge, 1967, GR 1.2
Cuerpos|Referents|Cuerpos||$Sigma$ es un conjunto numenable no- vacío.<br>Cada $Sigma$ es un cuerpo.|Bunge, 1967, CM 1.1
Cuerpos Cargados|Referents|Cuerpos cargados||$Sigma$ es un conjunto no vacío.<br>Cada $Sigma$ es un cuerpo cargado.|Bunge, 1967, CEM 1.2
Partículas|Referents|Partículas puntuales||$Sigma$ es un conjunto numerable no vacío.<br>Cada $Sigma$ is una partícula.|Bunge, 1967, PM 2.1
Señales Electromagnéticas|Referents|Señales electromagnéticas||$Sneqemptyset l$ and $SsubsetSigma$.<br>Cada $sin S$ representa una señal electromagnética.|Bunge, 1967, SR 2
Sistema de Partículas|Referents|Sistema de partículas||Una colección de partículas individuales que interactúan unas con otras de alguna manera.|
Sistemas físicos|Referents|Sistema físico (material o no)||$Sigmaneqtextrm{Ø}$.<br>Cada $sigmasubsetSigma$ representa un sistema físico.|Bunge, 1967, SR 1
Mapeo X:b¬C|Transformation|Transformación|$X:b¬C$|Por cada $Xinleft{ Xright}$, cada $binbeta$ y cada $tin T$, el mapa $X:brightarrow C$ es 1:1, sobre y continuo.<br>Por cada $Xinleft{ Xright}$, cada $binbeta$ y cada $tin T$ la imagen $C=X(b,t)$ de $b$ bajo $X$ es un conjunto compacto con un límite continuo por partes $partial X(b,t)$.<br>Por cada $sigmainSigma$ y $tin T$ existe un $Xinleft{ Xright} $ tal que la imagen $X(b,t)$ de $b$ bajo $X$ representa el lugar que ocupa el cuerpo $sigma$ representado por $b$.|Bunge, 1967, CM 1.4
Transformaciones de Coordenadas|Transformation|Transformación de coordenadas||Todas las transformaciones de coordenadas en $M^{4}$ son mapas biyectivos.<br>El jacobiano de cada transformación de coordenadas no desaparece en ninguna parte.<br>Las áreas y los volúmenes no deberían desvanecerse con las transformaciones de coordenadas, porque de lo contrario las cosas mismas parecerían desvanecerse por las operaciones de papel y lápiz.<br>(Bunge, 1967, GR 2.2).|Bunge, 1987, GR 2.2
1/r|Typ|Postulado desde una observación empírica||$E$ y $B$ caen con una distancia al menos tan rápida como $frac{1}{r}$. |Bunge, 1967, CEM 1.8
<1,3>|Typ|Signatura|$<1,3>$|$g_{00}>0$ y $g_{ij}<0$ $(i,j, =1,2,3)$ en todas partes.<br>$g_{ij}-(g_{0i}g_{0j}/g_{00})<0$ en todas partes.<br>Para asegurar que $x^{0}$, o más bien $(g_{00})^{frac{1}{2}}x^{0}/c$,<br>sea una coordenada de tiempo y los otros serán coordenadas espaciales según lo requerido por GR 2.3.|Bunge, 1967, GR 3.2
Aditividad de la Masa|Typ|Aditividad de la masa||Para cada $sigmainSigma$, si $bhat{=}sigma$ y $C$ es la imagen de $b$ debajo de $X$, entonces $M$ es una función continua del volumen ( Medida de Lebesgue) $mu(b,t)$ de $b$ en $t$.<br>b) Para cualesquiera dos $sigma,sigma'inSigma$ distintos, si $bhat{=}sigma$ y $b'hat{=}sigma'$, y $bcup b 'hat{=}sigma+sigma'$, entonces $M(bcup b')=M(b)+M(b')$.<br>c) Si $bhat{=}c$, entonces $M(b)$ representa la masa de $sigma$.|Bunge, 1967, CM 1.6
CM 2.2|Typ|Clase de equivalencia de representaciones||Sea $X'=a+QX$, con funciones de tiempo $a$ y $Q$, que representan un cambio de marco. Si $V$ es un vector que se refiere a $pidot{in}sigmainSigma$, que al cambiar de marco se convierte en $V'=QV$, entonces $V'$ y $V$ se refieren a la misma situación física.<br>Si $S$ es un tensor de segundo rango que se refiere a $pidot{in}sigmainSigma$, que al cambiar de marco se convierte en $S'=QStilde{Q}$, donde $tilde{Q}$ es la trasposición de $Q$, entonces $S'$ y $S$ se refieren a la misma situación física.|Bunge, 1967, CM 2.2
Conservación de Masa|Typ|Conservación de masa||Para cada $sigmainSigma$, si $bhat{=}sigma$ y $C=X(b,t)$ y $C’ =X’(b)$ son dos configuraciones diferentes de $sigma$ en un momento dado $t$, entonces las masas correspondientes son la misma: $M(sigma)=underset{X(b)}{int}d^{3}xrho_{X}=underset{X’(b)}{int}d^{3}xrho_{X’}$.|Bunge, 1967, CM 1.7
Degeneración Tensorial|Typ|Degeneración tensorial||Cuando el tensor constitutivo degenera en $(epsilon,mu^{-1})$, las ecuaciones de campo se convierten en $nablatimes E=-frac{1}{c}frac{partial B}{partial t}$, $nablacdot B=0$,<br>$nablatimes H=-frac{1}{c}frac{partial D}{partial t}+frac{4pi}{c}j$, $nablacdot D=4 pirho$.|Bunge, 1967, p. 
Forma Asintótica|Typ|Forma asintótica||Los componentes de $g$ se aproximan a valores constantes a medida que $x^{i}(i=1,2,3)$ tienden a infinito.<br>El tensor métrico, que resuelve las ecuaciones de campo, debe representar un sistema aislado. Fuera de cada $Vsubset M^{4}$, las formas asintóticas de las componentes de $g$ son las de las ondas esféricas salientes.|Bunge, 1967, GR 3.3
GR 5.2|Typ|Tipificación de los componentes de T||Los componentes de $mathrm{T}$ son funciones de valor real de $bar{sigma}$, $k$, $X$ y $t$.<br>Los componentes de $mathrm{T}$ desaparecen fuera de $V$.|Bunge, 1967, GR 5.2
GR 6.3|Typ|Postulado||Dos soluciones de la ecuación de Einstein que pueden transformarse entre sí mediante una transformación de coordenadas admisible se refieren al mismo campo.|Bunge, 1967, GR 6.3
